iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
25,5,0,9,2,2,16,12,,8,16,55,0,0.53,0,23,1,20.00,25.00,25.00,10.00,10.00,10.00,1,8.00,9.00,8.00,10.00,9.00,8.00,9.00,6.00,2,25,Social Work,11.00,,,,2,10,2,Iowa,"52,803","23,152.00",1,5,2,Social Worker,9.00,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,30.00,15.00,10.00,20.00,10.00,15.00,7,9,7,8,6,,,,,,0,7.00,7.00,7.00,8.00,8.00,6.00,7.00,5.00,2,0.00,,,,,,,,,,,,3,1,2,,,,,,,35.00,15.00,10.00,15.00,10.00,15.00,,,,,,,,,,,,,8,8,8,8,6,,,,,,0,0,0,,,20.00,20.00,10.00,15.00,15.00,20.00,,,,,,,,,,,,,,,,,,,7,9,8,7,7,,,,,
26,6,0,11,2,2,16,13,,14,1,40,0,-0.38,0,25,4,25.00,20.00,25.00,20.00,10.00,0.00,0,8.00,9.00,9.00,8.00,7.00,4.00,3.00,1.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,2.00,5.00,5.00,3.00,5.00,2.00,2.00,2.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,15,2,41,0,-0.05,0,30,4,30.00,20.00,10.00,30.00,0.00,10.00,1,5.00,5.00,5.00,5.00,5.00,,5.00,,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,2.00,5.00,5.00,3.00,5.00,2.00,2.00,2.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,16,3,42,0,0.04,0,23,4,20.00,25.00,20.00,15.00,10.00,10.00,1,7.00,8.00,8.00,9.00,8.00,,7.00,4.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,2.00,5.00,5.00,3.00,7.00,3.00,3.00,2.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,3,4,43,0,-0.02,1,24,2,25.00,35.00,30.00,10.00,0.00,0.00,1,6.00,5.00,7.00,5.00,5.00,2.00,5.00,4.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,2.00,6.00,7.00,1.00,7.00,2.00,2.00,3.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,7,5,44,0,0.46,1,24,2,25.00,15.00,25.00,25.00,15.00,15.00,1,8.00,7.00,7.00,8.00,7.00,7.00,9.00,7.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,3.00,8.00,7.00,6.00,6.00,4.00,5.00,4.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,10,6,45,0,-0.06,1,28,2,25.00,15.00,25.00,15.00,0.00,20.00,1,7.00,6.00,8.00,7.00,6.00,7.00,8.00,7.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,4.00,7.00,6.00,1.00,4.00,3.00,2.00,2.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,13,7,46,0,0.22,1,26,2,20.00,35.00,20.00,10.00,10.00,5.00,1,10.00,9.00,9.00,10.00,7.00,8.00,9.50,7.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,7.00,4.00,5.00,6.00,5.00,4.00,6.00,5.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,4,8,47,0,-0.05,1,30,2,20.00,20.00,25.00,25.00,5.00,5.00,1,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,3.00,7.00,6.00,4.00,6.00,2.00,2.00,2.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,8,9,48,0,0.29,1,22,2,30.00,15.00,25.00,25.00,5.00,0.00,1,9.00,8.00,7.00,9.00,,8.00,9.00,8.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,6.00,5.00,5.00,7.00,6.00,3.00,4.00,4.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,11,10,49,0,0.02,0,25,4,20.00,20.00,20.00,20.00,5.00,15.00,1,9.00,8.00,7.00,7.00,7.00,8.00,8.00,6.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,5.00,8.00,8.00,7.00,7.00,6.00,5.00,5.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,12,11,50,0,0.21,0,27,1,35.00,10.00,20.00,15.00,10.00,10.00,1,8.00,,,,,,8.00,7.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,7.00,6.00,6.00,7.00,6.00,6.00,8.00,5.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,5,12,51,0,0.05,1,23,2,25.00,10.00,35.00,15.00,0.00,15.00,1,7.00,3.00,5.00,5.00,3.00,2.00,6.00,6.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,6.00,7.00,6.00,5.00,6.00,6.00,6.00,4.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,6,13,52,0,0.06,1,21,2,15.00,20.00,15.00,30.00,5.00,15.00,1,8.00,7.00,7.00,7.00,6.00,6.00,7.00,3.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,2.00,7.00,6.00,4.00,4.00,4.00,5.00,4.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,1,14,53,0,0.08,1,28,2,40.00,15.00,20.00,10.00,5.00,10.00,1,9.00,9.00,9.00,9.00,8.00,8.00,8.00,8.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,6.00,8.00,8.00,6.00,7.00,5.00,6.00,6.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,2,15,54,0,0.16,1,28,2,40.00,20.00,20.00,20.00,0.00,0.00,1,8.00,8.00,7.00,8.00,7.00,6.00,7.00,4.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,2.00,8.00,7.00,2.00,7.00,2.00,3.00,3.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,0,11,2,2,16,13,,9,16,55,0,0.03,0,23,1,20.00,25.00,25.00,10.00,10.00,10.00,1,8.00,9.00,8.00,9.00,9.00,8.00,9.00,7.00,2,23,Social Work,11.00,,,,2,2,4,California,"94,596","43,664.00",1,5,2,Social work with children,9.00,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,10,20.00,20.00,20.00,15.00,15.00,10.00,,,,,,,25.00,10.00,10.00,25.00,20.00,10.00,7,8,8,8,8,,,,,,0,6.00,6.00,6.00,6.00,6.00,4.00,6.00,5.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,5,1,40,0,-0.13,0,25,4,25.00,20.00,25.00,20.00,10.00,0.00,0,9.00,8.00,6.00,8.00,7.00,5.00,5.00,2.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,2.00,6.00,6.00,6.00,6.00,,3.00,3.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,6,2,41,0,-0.04,0,30,4,30.00,20.00,10.00,30.00,0.00,10.00,1,8.00,8.00,8.00,8.00,8.00,,8.00,,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,1.00,6.00,4.00,2.00,1.00,,2.00,1.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,7,3,42,0,-0.07,0,23,4,20.00,25.00,20.00,15.00,10.00,10.00,1,8.00,9.00,8.00,9.00,8.00,,9.00,6.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,1.00,4.00,6.00,2.00,6.00,1.00,2.00,2.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,10,4,43,0,-0.16,0,24,2,25.00,35.00,30.00,10.00,0.00,0.00,1,7.00,6.00,5.00,7.00,3.00,5.00,6.00,2.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,1.00,6.00,7.00,6.00,4.00,3.00,2.00,3.00,1,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,14,5,44,0,0.44,0,24,2,25.00,15.00,25.00,25.00,15.00,15.00,1,9.00,7.00,7.00,7.00,6.00,5.00,7.00,6.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,1.00,3.00,4.00,2.00,2.00,1.00,1.00,4.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,1,6,45,0,-0.27,0,28,2,25.00,15.00,25.00,15.00,0.00,20.00,1,8.00,8.00,7.00,8.00,6.00,7.00,8.00,7.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,3.00,6.00,6.00,4.00,5.00,1.00,1.00,2.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,4,7,46,1,0.29,0,26,2,20.00,35.00,20.00,10.00,10.00,5.00,1,9.00,8.00,8.00,8.00,7.00,9.00,9.50,7.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,1,8.00,7.00,6.00,6.00,4.00,4.00,6.00,5.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,11,8,47,0,-0.28,0,30,2,20.00,20.00,25.00,25.00,5.00,5.00,1,7.00,5.00,6.00,6.00,4.00,5.00,7.00,6.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,1.00,4.00,5.00,4.00,4.00,4.00,3.00,5.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,15,9,48,0,-0.35,0,22,2,30.00,15.00,25.00,25.00,5.00,0.00,1,8.00,8.00,5.00,6.00,,7.00,7.00,6.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,4.00,6.00,4.00,5.00,6.00,7.00,3.00,1.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,2,10,49,0,0.13,0,25,4,20.00,20.00,20.00,20.00,5.00,15.00,1,8.00,8.00,7.00,7.00,7.00,0.00,7.00,5.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,4.00,5.00,4.00,5.00,6.00,,2.00,3.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,3,11,50,1,-0.23,0,27,1,35.00,10.00,20.00,15.00,10.00,10.00,1,8.00,,,7.00,,6.00,8.00,7.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,1,6.00,5.00,6.00,7.00,8.00,4.00,4.00,4.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,12,12,51,0,0.20,0,23,2,25.00,10.00,35.00,15.00,0.00,15.00,1,8.00,4.00,4.00,7.00,5.00,3.00,6.00,2.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,1.00,2.00,6.00,1.00,6.00,2.00,2.00,3.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,13,13,52,0,-0.31,0,21,2,15.00,20.00,15.00,30.00,5.00,15.00,1,8.00,7.00,7.00,6.00,6.00,7.00,7.00,3.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,1.00,3.00,7.00,1.00,4.00,2.00,1.00,3.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,8,14,53,0,-0.07,0,28,2,40.00,15.00,20.00,10.00,5.00,10.00,1,8.00,8.00,8.00,8.00,8.00,7.00,8.00,8.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,6.00,4.00,8.00,3.00,8.00,2.00,3.00,3.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,0,13,2,2,16,4,,9,15,54,0,-0.06,0,28,2,40.00,20.00,20.00,20.00,0.00,0.00,1,9.00,9.00,8.00,9.00,8.00,7.00,8.00,5.00,2,22,Speech Language Pathology,3.00,,,,3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,Speech Language Pathologist,9.00,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17.00,10.00,18.00,20.00,25.00,10.00,,,,,,,30.00,5.00,15.00,20.00,10.00,20.00,6,6,7,7,7,,,,,,0,2.00,4.00,7.00,3.00,6.00,2.00,1.00,2.00,2,1.00,,,,,,,,,,,,3,1,2,,,,,,,20.00,20.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,6,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
